layers,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff,
"[(50, 'rbf_l2'), (5, 'rbf_l2')]",OneSidedSelection,0.258188798,0.224204166,0.581352169,0.186704653,0.975999684,0.024000316,0.813295347,0.037606838,0.91277291,0.007135528,0.555365622,0.555365622,0.031518936
"[(50, 'rbf_l2'), (5, 'rbf_l2')]",RandomUnderSampler,0.2507132,0.204959227,0.683898436,0.651471985,0.716324888,0.283675112,0.348528015,0.434757835,0.440672508,0.124489699,0.191452991,0.191452991,0.074238698
"[(50, 'rbf_l2'), (5, 'rbf_l2')]",TomekLinks,0.264116191,0.228877284,0.582862878,0.189078822,0.976646933,0.023353067,0.810921178,0.037511871,0.917960376,0.006485121,0.575023742,0.575023742,0.093667189
"[(50, 'rbf_l2'), (5, 'rbf_l2')]",ADASYN,0.301210598,0.2961525,0.671879768,0.462108262,0.881651275,0.118348725,0.537891738,0.131813865,0.548360565,0.021400268,0.258499525,0.258499525,0.400746584
"[(50, 'rbf_l2'), (5, 'rbf_l2')]",RandomOverSampler,0.289111911,0.258266551,0.697312501,0.604368471,0.790256532,0.209743468,0.395631529,0.382716049,0.519502723,0.078459231,0.211490978,0.211490978,0.3695906
"[(50, 'rbf_l2'), (5, 'rbf_l2')]",SMOTE,0.229049153,0.228877205,0.614915149,0.320607787,0.909222512,0.090777488,0.679392213,0.086989554,0.667345489,0.018152972,0.367996201,0.367996201,0.139319658
"[(50, 'rbf_l2'), (5, 'rbf_l2')]",SMOTEENN,0.234029373,0.231203168,0.603534653,0.270940171,0.936129134,0.063870866,0.729059829,0.064767331,0.78244376,0.014264741,0.440265907,0.440265907,0.056576093
"[(50, 'rbf_l2'), (5, 'rbf_l2')]",SMOTETomek,0.229049153,0.228877205,0.614915149,0.320607787,0.909222512,0.090777488,0.679392213,0.086989554,0.667345489,0.018152972,0.367996201,0.367996201,0.200006882
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",None,0.220280474,0.196545881,0.57321882,0.176923077,0.969514563,0.030485437,0.823076923,0.062203229,0.915047754,0.011347383,0.622222222,0.622222222,0.293162266
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",ClusterCentroids,0.061189701,0.025500198,0.54220752,0.810731244,0.273683795,0.726316205,0.189268756,0.648812915,0.081698634,0.41893125,0.084425451,0.084425451,0.087774515
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",EditedNearestNeighbours,0.318803874,0.318062683,0.65289334,0.375498575,0.930288105,0.069711895,0.624501425,0.218708452,0.846953982,0.03242087,0.445394112,0.445394112,0.067338943
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",InstanceHardnessThreshold,0.062758063,0.034242402,0.548129949,0.684140551,0.412119346,0.587880654,0.315859449,0.509496676,0.251301602,0.412798169,0.198860399,0.198860399,0.143937508
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",NearMiss,0.109199898,0.067461464,0.585476364,0.674548908,0.49640382,0.50359618,0.325451092,0.587274454,0.423135212,0.426781909,0.238841406,0.238841406,0.070668379
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",NeighbourhoodCleaningRule,0.327128383,0.325599603,0.651636372,0.365527066,0.937745678,0.062254322,0.634472934,0.216239316,0.848917831,0.031124793,0.465527066,0.465527066,0.07625548
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",OneSidedSelection,0.261820343,0.24554783,0.597022424,0.231339031,0.962705817,0.037294183,0.768660969,0.084710351,0.902082248,0.01621596,0.584995252,0.584995252,0.098103285
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",RandomUnderSampler,0.190572498,0.148694572,0.643163902,0.614150047,0.672177757,0.327822243,0.385849953,0.477018044,0.505185887,0.197174205,0.256410256,0.256410256,0.216609319
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",TomekLinks,0.260134184,0.242717911,0.595202116,0.22640076,0.964003473,0.035996527,0.77359924,0.087369421,0.908890994,0.015568711,0.597435897,0.597435897,0.093940894
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",ADASYN,0.285614263,0.281005148,0.662687879,0.445014245,0.880361512,0.119638488,0.554985755,0.169040836,0.6186834,0.031779935,0.283760684,0.283760684,0.561081648
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",RandomOverSampler,0.276664376,0.253579444,0.683195709,0.557359924,0.809031494,0.190968506,0.442640076,0.340645774,0.570711185,0.083335701,0.27359924,0.27359924,0.589909315
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",SMOTE,0.243012043,0.242918287,0.619196295,0.321082621,0.917309969,0.082690031,0.678917379,0.116809117,0.728976241,0.020429395,0.43019943,0.43019943,0.284767787
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",SMOTEENN,0.240778267,0.235941749,0.602319642,0.261063628,0.943575657,0.056424343,0.738936372,0.072174739,0.823968743,0.014916726,0.499810066,0.499810066,0.127593835
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",SMOTETomek,0.243012043,0.242918287,0.619196295,0.321082621,0.917309969,0.082690031,0.678917379,0.116809117,0.728976241,0.020429395,0.43019943,0.43019943,0.287195047
